,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
18,QID837,159,Genuinely touching because it's realistic about all kinds of love.,positive,positive,1,"Genuinely,touching,realistic","[0, 1, 4]",39,White/Caucasian,Female,Very well,PASSED,524,WO,White/Causasian,>=38,298,test,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
19,QID899,190,The second coming of Harry Potter is a film far superior to its predecessor.,positive,positive,1,"far,superior,to,its,predecessor.","[9, 10, 11, 12, 13]",41,White/Caucasian,Female,Very well,PASSED,576,WO,White/Causasian,>=38,309,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
20,QID765,123,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",positive,positive,1,"stunning,,dreamlike,impress,even,those","[1, 2, 5, 6, 7]",52,White/Caucasian,Female,Very well,PASSED,476,WO,White/Causasian,>=38,316,test,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
21,QID827,154,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",negative,negative,2,"there,isn't,a,redeeming,moment,here.","[15, 16, 17, 18, 19, 20]",39,White/Caucasian,Female,Very well,PASSED,517,WO,White/Causasian,>=38,335,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
22,QID815,148,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",negative,negative,2,dull,[4],49,White/Caucasian,Female,Very well,PASSED,509,WO,White/Causasian,>=38,361,validation,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,QID657,69,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",negative,negative,2,"hiding,Pinocchio,critics,,hidden,from,everyone.","[2, 3, 5, 9, 11, 12]",41,White/Caucasian,Female,Very well,PASSED,405,WO,White/Causasian,>=38,364,validation,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
24,QID769,125,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",positive,positive,1,"incendiary,genius,","[8, 9]",52,White/Caucasian,Female,Very well,PASSED,479,WO,White/Causasian,>=38,371,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
25,QID643,62,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",negative,negative,2,"blow,up,small,potatoes,ain't,pretty.","[7, 8, 9, 10, 19, 20]",41,White/Caucasian,Female,Very well,PASSED,395,WO,White/Causasian,>=38,374,validation,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
26,QID865,173,"At its worst, it implodes in a series of very bad special effects.",negative,negative,2,"At,its,worst,,very,bad,special,effects.","[0, 1, 2, 9, 10, 11, 12]",46,White/Caucasian,Female,Very well,PASSED,547,WO,White/Causasian,>=38,380,validation,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
27,QID617,49,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",positive,positive,1,"manages,to,capture,a,cruelly,hilarious,gritty,,no-budget,approach.","[1, 2, 3, 4, 5, 6, 21, 22, 23]",52,White/Caucasian,Female,Well,PASSED,374,WO,White/Causasian,>=38,386,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
28,QID1017,249,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,positive,positive,1,"richly,imagined,admirably,mature,gifted,director","[1, 2, 4, 5, 9, 10]",48,White/Caucasian,Female,Very well,PASSED,680,WO,White/Causasian,>=38,406,test,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
29,QID555,18,"Beautifully observed, miraculously unsentimental comedy-drama.",positive,positive,1,"Beautifully,miraculously","[0, 2]",58,White/Caucasian,Female,Well,PASSED,334,WO,White/Causasian,>=38,428,validation,"[1, 0, 1, 0, 0]"
30,QID635,58,It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times.,positive,positive,1,"intensely,personal,and,yet,unlike,deftly,shows,us","[2, 3, 4, 5, 7, 10, 11, 12]",50,White/Caucasian,Female,Very well,PASSED,387,WO,White/Causasian,>=38,441,test,"[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
31,QID553,17,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",positive,positive,1,"seductive,great,unsettlingly","[3, 7, 20]",58,White/Caucasian,Female,Well,PASSED,331,WO,White/Causasian,>=38,458,validation,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
32,QID1015,248,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",negative,negative,2,"dangerously,slow,never,materializes.","[6, 7, 21, 22]",48,White/Caucasian,Female,Very well,PASSED,679,WO,White/Causasian,>=38,460,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
33,QID801,141,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",positive,positive,1,"best,benchmark,all,other,Best,measured.","[2, 10, 13, 14, 15, 20]",49,White/Caucasian,Female,Very well,PASSED,500,WO,White/Causasian,>=38,464,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]"
34,QID1031,256,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,positive,positive,1,"legend,chops,drive,to,show,how,its,done.","[5, 17, 19, 20, 21, 22, 23, 24]",42,White/Caucasian,Female,Well,PASSED,690,WO,White/Causasian,>=38,518,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]"
35,QID621,51,But it's too long and too convoluted and it ends in a muddle.,negative,negative,2,"it's,too,long,and,too,convoluted,ends,in,a,muddle.","[1, 2, 3, 4, 5, 6, 9, 10, 11, 12]",50,White/Caucasian,Female,Very well,PASSED,378,WO,White/Causasian,>=38,556,validation,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]"
36,QID591,36,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,positive,positive,1,"best,films,masterpiece.","[3, 4, 23]",38,White/Caucasian,Female,Very well,PASSED,354,WO,White/Causasian,>=38,557,validation,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
37,QID923,202,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",positive,positive,1,"Seldahl,and,Wollter's,sterling,performances,raise,this,far,above,the,level,of,the,usual","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",40,White/Caucasian,Female,Very well,PASSED,602,WO,White/Causasian,>=38,560,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
38,QID767,124,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",positive,positive,1,"Impresses,skillfully,assembled,,highly,polished,professional","[0, 3, 4, 5, 6, 8]",52,White/Caucasian,Female,Very well,PASSED,478,WO,White/Causasian,>=38,585,train,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,QID879,180,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,positive,positive,1,"perfectly,hopes,and,dreams,as,well,as","[4, 6, 7, 8, 15, 16, 17]",67,White/Caucasian,Male,Very well,PASSED,556,WO,White/Causasian,>=38,622,validation,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
40,QID885,183,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",negative,negative,2,"as,far,as,you,can,get,dull,,feel.","[3, 4, 5, 6, 7, 8, 27, 29]",67,White/Caucasian,Male,Very well,PASSED,565,WO,White/Causasian,>=38,635,test,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
41,QID1013,247,"An important movie, a reminder of the power of film to move us and to make us examine our values.",positive,positive,1,"important,move,us","[1, 11, 12]",48,White/Caucasian,Female,Very well,PASSED,678,WO,White/Causasian,>=38,640,validation,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
42,QID797,139,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",positive,positive,1,"sophisticated,intrigue,human-scale,characters","[21, 22, 24, 25]",38,White/Sephardic Jew,Male,Very well,PASSED,497,WO,White/Causasian,>=38,656,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
43,QID561,21,Bullock's complete lack of focus and ability quickly derails the film.,negative,negative,2,"lack,derails","[2, 8]",66,White/Caucasian,Female,Very well,PASSED,337,WO,White/Causasian,>=38,666,test,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
44,QID729,105,There are plot holes big enough for Shamu the killer whale to swim through.,negative,negative,2,"plot,holes","[2, 3]",44,White/Caucasian,Male,Very well,PASSED,455,WO,White/Causasian,>=38,668,validation,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,QID809,145,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",positive,positive,1,"more,satisfying","[6, 7]",49,White/Caucasian,Female,Very well,PASSED,505,WO,White/Causasian,>=38,686,validation,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
46,QID531,6,The film often achieves a mesmerizing poetry.,positive,positive,1,mesmerizing,[5],45,White/Caucasian,Female,Very well,PASSED,311,WO,White/Causasian,>=38,695,test,"[0, 0, 0, 0, 0, 1, 0]"
47,QID749,115,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",positive,positive,1,"delicious,colors,,costumes,and,sets,are,grand.","[9, 10, 13, 14, 15, 16, 17]",48,White/Caucasian,Male,Well,PASSED,465,WO,White/Causasian,>=38,708,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]"
48,QID721,101,It's everything you don't go to the movies for.,negative,negative,2,don't,[3],44,White/Caucasian,Male,Very well,PASSED,450,WO,White/Causasian,>=38,724,validation,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
49,QID1023,252,Wedding feels a bit anachronistic.,negative,negative,2,anachronistic.,[4],42,White/Caucasian,Female,Well,PASSED,684,WO,White/Causasian,>=38,758,train,"[0, 0, 0, 0, 1]"
50,QID831,156,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,positive,1,"a,certain,charm","[16, 17, 18]",39,White/Caucasian,Female,Very well,PASSED,520,WO,White/Causasian,>=38,772,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,QID669,75,Better at putting you to sleep than a sound machine.,negative,negative,2,"putting,sleep","[2, 5]",57,White/Caucasian,Male,Very well,PASSED,411,WO,White/Causasian,>=38,778,test,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
52,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"it,was,so,weak,,become,even,weaker.","[17, 18, 19, 20, 32, 33, 34]",47,White/Caucasian,Male,Well,PASSED,430,WO,White/Causasian,>=38,789,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
53,QID951,216,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,positive,positive,1,"rare,luminary,who,continually,raises,the,standard","[4, 5, 6, 7, 8, 9, 10]",39,White/Caucasian,Male,Very well,PASSED,626,WO,White/Causasian,>=38,806,validation,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
54,QID731,106,... always remains movingly genuine.,positive,positive,1,"movingly,genuine.","[3, 4]",44,White/Caucasian,Male,Very well,PASSED,456,WO,White/Causasian,>=38,809,test,"[0, 0, 0, 1, 1]"
55,QID921,201,A strangely compelling and brilliantly acted psychological drama.,positive,positive,1,"strangely,compelling,brilliantly,acted","[1, 2, 4, 5]",40,White/Caucasian,Female,Very well,PASSED,601,WO,White/Causasian,>=38,817,validation,"[0, 1, 1, 0, 1, 1, 0, 0]"
56,QID737,109,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,negative,negative,2,out-bad-act,[13],44,White/Caucasian,Male,Very well,PASSED,459,WO,White/Causasian,>=38,830,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
57,QID523,2,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",negative,negative,2,"feels,empty,and,unsatisfying,","[1, 2, 3, 4]",45,White/Caucasian,Female,Very well,PASSED,304,WO,White/Causasian,>=38,833,validation,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
58,QID575,28,I like the new footage and still love the old stuff.,positive,positive,1,"like,love","[1, 7]",66,White/Caucasian,Female,Very well,PASSED,344,WO,White/Causasian,>=38,851,test,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
59,QID599,40,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",positive,positive,1,"grandiloquent,quartet,pretty,Irish,settings,pleasant,enough,thing,","[20, 21, 24, 25, 26, 29, 30, 31]",52,White/Caucasian,Female,Well,PASSED,361,WO,White/Causasian,>=38,860,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]"
60,QID983,232,"... a haunting vision, with images that seem more like disturbing hallucinations.",negative,no sentiment,3,"vision,,images","[3, 5]",41,White/Caucasian,Female,Very well,PASSED,654,WO,White/Causasian,>=38,865,test,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
61,QID603,42,An intriguing and entertaining introduction to Johnson.,positive,positive,1,entertaining,[3],52,White/Caucasian,Female,Well,PASSED,363,WO,White/Causasian,>=38,941,test,"[0, 0, 0, 1, 0, 0, 0]"
62,QID941,211,"... pitiful, slapdash disaster.",negative,negative,2,"pitiful,,slapdash,disaster.","[1, 2, 3]",39,White/Caucasian,Male,Very well,PASSED,616,WO,White/Causasian,>=38,952,train,"[0, 1, 1, 1]"
63,QID571,26,The Movie will reach far beyond its core demographic.,positive,positive,1,"far,beyond","[4, 5]",66,White/Caucasian,Female,Very well,PASSED,342,WO,White/Causasian,>=38,989,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
64,QID805,143,It never fails to engage us.,positive,positive,1,"never,fails,engage","[1, 2, 4]",49,White/Caucasian,Female,Very well,PASSED,502,WO,White/Causasian,>=38,1004,test,"[0, 1, 1, 0, 1, 0]"
65,QID1011,246,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",positive,positive,1,"perfectly,captures","[1, 2]",48,White/Caucasian,Female,Very well,PASSED,677,WO,White/Causasian,>=38,1033,test,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,QID545,13,Another Best of the Year selection.,positive,positive,1,"Best,of,the,Year","[1, 2, 3, 4]",58,White/Caucasian,Female,Well,PASSED,323,WO,White/Causasian,>=38,1050,train,"[0, 1, 1, 1, 1, 0]"
67,QID799,140,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",negative,negative,2,"relentless,,tries,too,hard,tiring,no,time","[15, 18, 20, 21, 24, 26, 27]",49,White/Caucasian,Female,Very well,PASSED,499,WO,White/Causasian,>=38,1092,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]"
68,QID581,31,"The stupidest, most insulting movie of 2002's first quarter.",negative,negative,2,"The,stupidest,,most,insulting","[0, 1, 2, 3]",38,White/Caucasian,Female,Very well,PASSED,349,WO,White/Causasian,>=38,1105,test,"[1, 1, 1, 1, 0, 0, 0, 0, 0]"
69,QID609,45,"Showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",negative,negative,2,"hapless,victims,of,the,arrogant,syndrome.","[5, 6, 7, 8, 9, 32]",52,White/Caucasian,Female,Well,PASSED,370,WO,White/Causasian,>=38,1116,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
70,QID943,212,It's neither as romantic nor as thrilling as it should be.,negative,negative,2,"neither,as,it,should,be.","[1, 7, 8, 9, 10]",39,White/Caucasian,Male,Very well,PASSED,618,WO,White/Causasian,>=38,1141,test,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
71,QID783,132,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",positive,positive,1,"cool,,slick,blockbusters.","[2, 3, 17]",38,White/Sephardic Jew,Male,Very well,PASSED,488,WO,White/Causasian,>=38,1199,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
72,QID771,126,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,negative,2,"badly,acted,,blandly,directed,,scripted,by,someone,from,elementary,school.","[1, 2, 3, 4, 9, 10, 11, 15, 16, 17]",52,White/Caucasian,Female,Very well,PASSED,480,WO,White/Causasian,>=38,1202,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
73,QID825,153,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,positive,positive,1,"more,than,effectively,creepy","[15, 16, 17, 18]",39,White/Caucasian,Female,Very well,PASSED,516,WO,White/Causasian,>=38,1244,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
74,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,positive,1,"refreshing,absence,of,cynicism","[3, 4, 5, 6]",44,White/Caucasian,Male,Very well,PASSED,454,WO,White/Causasian,>=38,1247,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,QID965,223,Remarkably accessible and affecting.,positive,positive,1,"Remarkably,accessible,affecting.","[0, 1, 3]",43,White/Caucasian,Male,Very well,PASSED,641,WO,White/Causasian,>=38,1251,test,"[1, 1, 0, 1]"
