,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary
10,QID875,178,"... a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role.",positive,positive,1,"cute,and,sometimes,side-splittingly,funny","[2, 3, 4, 5, 6]",55,Black/African American,Female,Very well,PASSED,554,BO,Black/African American,>=38,183,test,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,QID1043,262,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,negative,negative,2,"achieves,ultimate,insignificance","[4, 5, 6]",52,African,Female,Very well,PASSED,698,BO,Black/African American,>=38,190,train,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,QID653,67,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",positive,positive,1,"Only,an,epic,documentary,could,get,it,all,down,,a,movie,worthy,of,his,talents.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27]",49,Black/British,Female,Very well,PASSED,403,BO,Black/African American,>=38,192,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
13,QID823,152,"Not only is Undercover Brother as funny, if not more so, than both Austin Powers films, but it's also one of the smarter, savvier spoofs to come along in some time.",positive,positive,1,"smarter,,savvier,spoofs,in,some,time.","[22, 23, 24, 28, 29, 30]",45,Black/African American,Female,Very well,PASSED,515,BO,Black/African American,>=38,210,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
14,QID589,35,"A lousy movie that's not merely unwatchable, but also unlistenable.",negative,negative,2,"A,lousy,movie,unwatchable,,unlistenable.","[0, 1, 2, 6, 9]",42,Black/African American,Male,Very well,PASSED,353,BO,Black/African American,>=38,261,test,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
15,QID763,122,"After that, it just gets stupid and maudlin.",negative,negative,2,"stupid,maudlin.","[5, 7]",50,Black/African American,Female,Very well,PASSED,475,BO,Black/African American,>=38,277,test,"[0, 0, 0, 0, 0, 1, 0, 1]"
16,QID675,78,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",positive,positive,1,"winning,performances,glossy,,glib,charm","[9, 10, 13, 14, 15]",77,Black/African American,Female,Very well,PASSED,415,BO,Black/African American,>=38,293,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
17,QID1007,244,It's solid and affecting and exactly as thought-provoking as it should be.,positive,positive,1,"affecting,exactly,thought-provoking","[3, 5, 7]",49,Black/African American,Male,Very well,PASSED,675,BO,Black/African American,>=38,295,test,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
18,QID837,159,Genuinely touching because it's realistic about all kinds of love.,positive,positive,1,"Genuinely,touching","[0, 1]",45,Black/African American,Female,Very well,PASSED,524,BO,Black/African American,>=38,298,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
19,QID899,190,The second coming of Harry Potter is a film far superior to its predecessor.,positive,positive,1,superior,[10],44,Black/African American,Female,Very well,PASSED,576,BO,Black/African American,>=38,309,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
20,QID765,123,"The stunning, dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension.",positive,positive,1,"stunning,,visuals,impress","[1, 3, 5]",50,Black/African American,Female,Very well,PASSED,476,BO,Black/African American,>=38,316,test,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,QID827,154,"With the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry's boss, there isn't a redeeming moment here.",negative,negative,2,"there,isn't,a,redeeming,moment,here.","[15, 16, 17, 18, 19, 20]",45,Black/African American,Female,Very well,PASSED,517,BO,Black/African American,>=38,335,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
22,QID815,148,"A very long movie, dull in stretches, with entirely too much focus on meal preparation and igloo construction.",negative,negative,2,"very,long,movie,,dull,in,stretches,","[1, 2, 3, 4, 5, 6]",67,Black/African American,Female,Very well,PASSED,509,BO,Black/African American,>=38,361,validation,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,QID657,69,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",negative,negative,2,"Miramax,should,have,hidden,it,from,everyone.","[6, 7, 8, 9, 10, 11, 12]",49,Black/British,Female,Very well,PASSED,405,BO,Black/African American,>=38,364,validation,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
24,QID769,125,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions.",positive,positive,1,"incendiary,genius,","[8, 9]",50,Black/African American,Female,Very well,PASSED,479,BO,Black/African American,>=38,371,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
25,QID643,62,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",negative,negative,2,"and,it,ain't,pretty.","[17, 18, 19, 20]",49,Black/British,Female,Very well,PASSED,395,BO,Black/African American,>=38,374,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
26,QID865,173,"At its worst, it implodes in a series of very bad special effects.",negative,negative,2,"implodes,in,a,series,of,very,bad","[4, 5, 6, 7, 8, 9, 10]",55,Black/African American,Female,Very well,PASSED,547,BO,Black/African American,>=38,380,validation,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
27,QID617,49,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",positive,positive,1,"cruelly,hilarious","[5, 6]",49,Black/African American,Female,Very well,PASSED,374,BO,Black/African American,>=38,386,test,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,QID1017,249,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,positive,positive,1,"richly,admirably,mature,gifted","[1, 4, 5, 9]",49,Black/African American,Male,Very well,PASSED,680,BO,Black/African American,>=38,406,test,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
29,QID555,18,"Beautifully observed, miraculously unsentimental comedy-drama.",positive,positive,1,"Beautifully,observed,,miraculously,unsentimental","[0, 1, 2, 3]",49,Black/African American,Male,Very well,PASSED,334,BO,Black/African American,>=38,428,validation,"[1, 1, 1, 1, 0]"
30,QID635,58,It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times.,positive,positive,1,"intensely,personal","[2, 3]",38,Black/African American,Female,Very well,PASSED,387,BO,Black/African American,>=38,441,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,QID553,17,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results.",positive,positive,1,"dangerously,seductive","[2, 3]",49,Black/African American,Male,Very well,PASSED,331,BO,Black/African American,>=38,458,validation,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,QID1015,248,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",negative,negative,2,"slow,complicated,never","[7, 17, 21]",49,Black/African American,Male,Very well,PASSED,679,BO,Black/African American,>=38,460,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
33,QID801,141,"It's the best film of the year so far, the benchmark against which all other Best Picture contenders should be measured.",positive,positive,1,"benchmark,against,which,all,other,Best,Picture,contenders,should,be,measured.","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",67,Black/African American,Female,Very well,PASSED,500,BO,Black/African American,>=38,464,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
34,QID1031,256,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,positive,positive,1,"classy,item,by,a,legend,nothing,to,prove,still,has,chops,and,drive","[1, 2, 3, 4, 5, 9, 11, 12, 14, 15, 17, 18, 19]",52,African,Female,Very well,PASSED,690,BO,Black/African American,>=38,518,test,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
35,QID621,51,But it's too long and too convoluted and it ends in a muddle.,negative,negative,2,"long,convoluted","[3, 6]",38,Black/African American,Female,Very well,PASSED,378,BO,Black/African American,>=38,556,validation,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
36,QID591,36,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,positive,positive,1,"One,of,the,best,films,of,the,year,masterpiece.","[0, 1, 2, 3, 4, 5, 6, 7, 23]",42,Black/African American,Male,Very well,PASSED,354,BO,Black/African American,>=38,557,validation,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
37,QID923,202,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",positive,positive,1,"Wollter's,sterling,performances,far,above,the,level,of,the,usual,maudlin,disease,movie.","[9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",57,Black/African American,Male,Very well,PASSED,602,BO,Black/African American,>=38,560,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
38,QID767,124,"Impresses as a skillfully assembled, highly polished and professional adaptation... just about as chilling and unsettling as `Manhunter' was.",positive,positive,1,"Impresses,skillfully,assembled,,highly,polished","[0, 3, 4, 5, 6]",50,Black/African American,Female,Very well,PASSED,478,BO,Black/African American,>=38,585,train,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,QID879,180,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands.,positive,positive,1,"capture,so,perfectly,hopes,dreams,of,little,boys,as,well,as,grown,men","[2, 3, 4, 6, 8, 9, 10, 11, 15, 16, 17, 19, 20]",43,Black/African American,Female,Very well,PASSED,556,BO,Black/African American,>=38,622,validation,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
40,QID885,183,"The movie is as far as you can get from racy, to the point where it almost stops the blood flow to your brain; it has a dull, costumey feel.",negative,negative,2,"it,has,a,dull,,costumey,feel.","[24, 25, 26, 27, 28, 29]",43,Black/African American,Female,Very well,PASSED,565,BO,Black/African American,>=38,635,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
41,QID1013,247,"An important movie, a reminder of the power of film to move us and to make us examine our values.",positive,positive,1,"important,power,move","[1, 7, 11]",49,Black/African American,Male,Very well,PASSED,678,BO,Black/African American,>=38,640,validation,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
42,QID797,139,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in.",positive,positive,1,"borrows,heavily,maintain,sophisticated,intrigue,human-scale,characters","[2, 3, 16, 21, 22, 24, 25]",44,Black/African American,Female,Very well,PASSED,497,BO,Black/African American,>=38,656,train,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
43,QID561,21,Bullock's complete lack of focus and ability quickly derails the film.,negative,negative,2,"Bullock's,complete,lack,focus,derails","[0, 1, 2, 4, 8]",79,Black/African American,Male,Very well,PASSED,337,BO,Black/African American,>=38,666,test,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
44,QID729,105,There are plot holes big enough for Shamu the killer whale to swim through.,negative,negative,2,"plot,holes","[2, 3]",50,Black/African American,Female,Very well,PASSED,455,BO,Black/African American,>=38,668,validation,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,QID809,145,"More romantic, more emotional and ultimately more satisfying than the teary-eyed original.",positive,positive,1,"more,satisfying,than,the,teary-eyed,original.","[6, 7, 8, 9, 10, 11]",67,Black/African American,Female,Very well,PASSED,505,BO,Black/African American,>=38,686,validation,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
46,QID531,6,The film often achieves a mesmerizing poetry.,positive,positive,1,"achieves,mesmerizing,poetry.","[3, 5, 6]",41,African,Female,Very well,PASSED,311,BO,Black/African American,>=38,695,test,"[0, 0, 0, 1, 0, 1, 1]"
47,QID749,115,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand.",positive,positive,1,"delicious,colors,","[9, 10]",38,Black/African American,Male,Well,PASSED,465,BO,Black/African American,>=38,708,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
48,QID721,101,It's everything you don't go to the movies for.,negative,negative,2,don't,[3],50,Black/African American,Female,Very well,PASSED,450,BO,Black/African American,>=38,724,validation,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
49,QID1023,252,Wedding feels a bit anachronistic.,negative,negative,2,anachronistic.,[4],52,African,Female,Very well,PASSED,684,BO,Black/African American,>=38,758,train,"[0, 0, 0, 0, 1]"
50,QID831,156,"Not the kind of film that will appeal to a mainstream American audience, but there is a certain charm about the film that makes it a suitable entry into the fest circuit.",positive,positive,1,"charm,suitable","[18, 26]",45,Black/African American,Female,Very well,PASSED,520,BO,Black/African American,>=38,772,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
51,QID669,75,Better at putting you to sleep than a sound machine.,negative,negative,2,"putting,you,to,sleep","[2, 3, 4, 5]",77,Black/African American,Female,Very well,PASSED,411,BO,Black/African American,>=38,778,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
52,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"made,1978,weak,,even,weaker.","[9, 11, 20, 33, 34]",76,African,Male,Very well,PASSED,430,BO,Black/African American,>=38,789,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
53,QID951,216,Griffiths proves she's that rare luminary who continually raises the standard of her profession.,positive,positive,1,"Griffiths,proves,she's,that,rare,luminary,who,continually,raises,the,standard,of,her,profession.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",40,Black/African American,Male,Very well,PASSED,626,BO,Black/African American,>=38,806,validation,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
54,QID731,106,... always remains movingly genuine.,positive,positive,1,"movingly,genuine.","[3, 4]",50,Black/African American,Female,Very well,PASSED,456,BO,Black/African American,>=38,809,test,"[0, 0, 0, 1, 1]"
55,QID921,201,A strangely compelling and brilliantly acted psychological drama.,positive,positive,1,"compelling,brilliantly,acted","[2, 4, 5]",57,Black/African American,Male,Very well,PASSED,601,BO,Black/African American,>=38,817,validation,"[0, 0, 1, 0, 1, 1, 0, 0]"
56,QID737,109,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,negative,negative,2,"out-bad-act,the,other.","[13, 14, 15]",50,Black/African American,Female,Very well,PASSED,459,BO,Black/African American,>=38,830,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
57,QID523,2,"Ultimately feels empty and unsatisfying, like swallowing a Communion wafer without the wine.",negative,negative,2,"Ultimately,feels,empty,unsatisfying,,swallowing,a,Communion,wafer,without,the,wine.","[0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12]",41,African,Female,Very well,PASSED,304,BO,Black/African American,>=38,833,validation,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
58,QID575,28,I like the new footage and still love the old stuff.,positive,positive,1,"like,new,love,old","[1, 3, 7, 9]",79,Black/African American,Male,Very well,PASSED,344,BO,Black/African American,>=38,851,test,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
59,QID599,40,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",positive,positive,1,pleasant,[29],49,Black/African American,Female,Very well,PASSED,361,BO,Black/African American,>=38,860,validation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
60,QID983,232,"... a haunting vision, with images that seem more like disturbing hallucinations.",negative,no sentiment,3,...,[0],39,Black/African American,Male,Very well,PASSED,654,BO,Black/African American,>=38,865,test,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61,QID603,42,An intriguing and entertaining introduction to Johnson.,positive,positive,1,entertaining,[3],49,Black/African American,Female,Very well,PASSED,363,BO,Black/African American,>=38,941,test,"[0, 0, 0, 1, 0, 0, 0]"
62,QID941,211,"... pitiful, slapdash disaster.",negative,negative,2,"pitiful,,slapdash,disaster.","[1, 2, 3]",40,Black/African American,Male,Very well,PASSED,616,BO,Black/African American,>=38,952,train,"[0, 1, 1, 1]"
63,QID571,26,The Movie will reach far beyond its core demographic.,positive,no sentiment,3,"reach,beyond,demographic.","[3, 5, 8]",79,Black/African American,Male,Very well,PASSED,342,BO,Black/African American,>=38,989,test,"[0, 0, 0, 1, 0, 1, 0, 0, 1]"
64,QID805,143,It never fails to engage us.,positive,positive,1,"never,fails,to,engage,us.","[1, 2, 3, 4, 5]",67,Black/African American,Female,Very well,PASSED,502,BO,Black/African American,>=38,1004,test,"[0, 1, 1, 1, 1, 1]"
65,QID1011,246,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",positive,positive,1,perfectly,[1],49,Black/African American,Male,Very well,PASSED,677,BO,Black/African American,>=38,1033,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,QID545,13,Another Best of the Year selection.,positive,positive,1,"Best,of,the,Year","[1, 2, 3, 4]",49,Black/African American,Male,Very well,PASSED,323,BO,Black/African American,>=38,1050,train,"[0, 1, 1, 1, 1, 0]"
67,QID799,140,"As written by Michael Berg and Michael J. Wilson from a story by Wilson, this relentless, all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all.",negative,negative,2,"this,relentless,,all-wise-guys-all-the-time,approach,tries,way,too,hard,and,gets,tiring,in,no,time,at,all.","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",67,Black/African American,Female,Very well,PASSED,499,BO,Black/African American,>=38,1092,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
68,QID581,31,"The stupidest, most insulting movie of 2002's first quarter.",negative,negative,2,"stupidest,,most,insulting,movie","[1, 2, 3, 4]",42,Black/African American,Male,Very well,PASSED,349,BO,Black/African American,>=38,1105,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0]"
69,QID609,45,"Showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",negative,negative,2,"hapless,arrogant","[5, 9]",49,Black/African American,Female,Very well,PASSED,370,BO,Black/African American,>=38,1116,test,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70,QID943,212,It's neither as romantic nor as thrilling as it should be.,negative,negative,2,"neither,as,romantic,nor,as,thrilling","[1, 2, 3, 4, 5, 6]",40,Black/African American,Male,Very well,PASSED,618,BO,Black/African American,>=38,1141,test,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
71,QID783,132,"This is cool, slick stuff, ready to quench the thirst of an audience that misses the summer blockbusters.",positive,positive,1,"cool,,slick,ready","[2, 3, 5]",44,Black/African American,Female,Very well,PASSED,488,BO,Black/African American,>=38,1199,test,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,QID771,126,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school.",negative,negative,2,"badly,acted,,blandly,directed,","[1, 2, 3, 4]",50,Black/African American,Female,Very well,PASSED,480,BO,Black/African American,>=38,1202,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,QID825,153,It should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit.,positive,positive,1,effectively,[17],45,Black/African American,Female,Very well,PASSED,516,BO,Black/African American,>=38,1244,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
74,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,positive,1,"refreshing,quite,a,rarity,","[3, 12, 13, 14]",50,Black/African American,Female,Very well,PASSED,454,BO,Black/African American,>=38,1247,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
75,QID965,223,Remarkably accessible and affecting.,positive,positive,1,"Remarkably,accessible,affecting.","[0, 1, 3]",38,Black/African American,Male,Very well,PASSED,641,BO,Black/African American,>=38,1251,test,"[1, 1, 0, 1]"
76,QID981,231,Gollum's `performance' is incredible!,positive,positive,1,incredible!,[3],39,Black/African American,Male,Very well,PASSED,653,BO,Black/African American,>=38,1268,test,"[0, 0, 0, 1]"
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,"tastelessness,a,bad,rap.","[6, 7, 8, 9]",52,African,Female,Very well,PASSED,692,BO,Black/African American,>=38,1377,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
