,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age
22,QID563,22,"... a plotline that's as lumpy as two-day old porridge... the filmmakers' paws, sad to say, were all over this ``un-bear-able'' project!",negative,negative,2,"sad,were,all,over,this,``un-bear-able'',project!","14,17,18,19,20,21,22",27,Black/African American,Female,Very well,PASSED,338,BY,Black/African American,<=35
23,QID565,23,Crush could be the worst film a man has made about women since Valley of the Dolls.,negative,negative,2,"worst,film,man,has,made","5,6,8,9,10",27,Black/African American,Female,Very well,PASSED,339,BY,Black/African American,<=35
24,QID567,24,"Reassuring, retro uplifter.",positive,no sentiment,3,"Reassuring,,retro,uplifter.","1,2,3",27,Black/African American,Female,Very well,PASSED,340,BY,Black/African American,<=35
25,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,no sentiment,3,"Flaccid,drama,and,exasperatingly,journey.","1,2,3,4,6",27,Black/African American,Female,Very well,PASSED,341,BY,Black/African American,<=35
26,QID571,26,The Movie will reach far beyond its core demographic.,positive,positive,1,"reach,far,beyond,core,demographic.","4,5,6,8,9",27,Black/African American,Female,Very well,PASSED,342,BY,Black/African American,<=35
27,QID573,27,How did it ever get made?,negative,no sentiment,3,"How,it,get,made?","1,3,5,6",27,Black/African American,Female,Very well,PASSED,343,BY,Black/African American,<=35
28,QID575,28,I like the new footage and still love the old stuff.,positive,positive,1,"like,new,footage,still,love","2,4,5,7,8",27,Black/African American,Female,Very well,PASSED,344,BY,Black/African American,<=35
29,QID577,29,Could The Country Bears really be as bad as its trailers?,negative,negative,2,"really,bad","5,8",27,Black/African American,Female,Very well,PASSED,346,BY,Black/African American,<=35
30,QID579,30,"At times, the movie looks genuinely pretty.",positive,positive,1,"looks,genuinely,pretty.","5,6,7",21,Black/African American,Female,Very well,PASSED,347,BY,Black/African American,<=35
31,QID581,31,"The stupidest, most insulting movie of 2002's first quarter.",negative,negative,2,"stupidest,,most,insulting,movie","2,3,4,5",21,Black/African American,Female,Very well,PASSED,349,BY,Black/African American,<=35
32,QID583,32,The film seems a dead weight.,negative,negative,2,"dead,weight.","5,6",21,Black/African American,Female,Very well,PASSED,350,BY,Black/African American,<=35
33,QID585,33,"Sparkling, often hilarious romantic jealousy comedy... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called `My Husband Is Travis Bickle'.",positive,positive,1,"Sparkling,,often,hilarious","1,2,3",21,Black/African American,Female,Very well,PASSED,351,BY,Black/African American,<=35
34,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,repulsive,16.0,21,Black/African American,Female,Very well,PASSED,352,BY,Black/African American,<=35
35,QID589,35,"A lousy movie that's not merely unwatchable, but also unlistenable.",negative,negative,2,"lousy,unwatchable,,unlistenable.","2,7,10",21,Black/African American,Female,Very well,PASSED,353,BY,Black/African American,<=35
36,QID591,36,One of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals... a psychological masterpiece.,positive,positive,1,"best,films","4,5",21,Black/African American,Female,Very well,PASSED,354,BY,Black/African American,<=35
37,QID593,37,"A strong script, powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman, who is not only a pianist, but a good human being.",positive,positive,1,"splendid,production","7,8",21,Black/African American,Female,Very well,PASSED,355,BY,Black/African American,<=35
38,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"isn't,funny,","7,8",21,Black/African American,Female,Very well,PASSED,356,BY,Black/African American,<=35
39,QID597,39,... something appears to have been lost in the translation this time.,negative,negative,2,"lost,in,translation","7,8,10",21,Black/African American,Female,Very well,PASSED,359,BY,Black/African American,<=35
40,QID599,40,"Stephen Rea, Aidan Quinn, and Alan Bates play Desmond's legal eagles, and when joined by Brosnan, the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing, `tis.",positive,positive,1,"pleasant,enough","30,31",25,African,Female,Very well,PASSED,361,BY,Black/African American,<=35
41,QID601,41,"It's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today.",positive,positive,1,"powerful,flawed,guaranteed,best,actor","3,5,7,21,22",25,African,Female,Very well,PASSED,362,BY,Black/African American,<=35
42,QID603,42,An intriguing and entertaining introduction to Johnson.,positive,positive,1,"intriguing,entertaining","2,4",25,African,Female,Very well,PASSED,363,BY,Black/African American,<=35
43,QID605,43,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.,negative,negative,2,"superficial,forced","4,7",25,African,Female,Very well,PASSED,364,BY,Black/African American,<=35
44,QID607,44,"It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess, piss on trees, b.s. one another and put on a show in drag.",negative,negative,2,"supremely,unfunny,unentertaining,to,watch,middle-age,older,men,drink,excess,,piss,on,trees,,b.s.,one,another,drag.","3,4,6,7,8,9,11,12,13,15,16,17,18,19,20,21,28",25,African,Female,Very well,PASSED,368,BY,Black/African American,<=35
45,QID609,45,"Showtime is one of the hapless victims of the arrogant ``if we put together a wry white man and a chatty black man and give them guns, the movie will be funny'' syndrome.",negative,negative,2,"hapless,victims,arrogant,funny'',syndrome.","6,7,10,32,33",25,African,Female,Very well,PASSED,370,BY,Black/African American,<=35
46,QID611,46,"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV, they show a remarkable ability to document both sides of this emotional car-wreck.",positive,positive,1,"heartwarming,scene,impressively,discreet,remarkable,ability,emotional,car-wreck.","2,3,5,6,20,21,28,29",25,African,Female,Very well,PASSED,371,BY,Black/African American,<=35
47,QID613,47,"A zombie movie in every sense of the word -- mindless, lifeless, meandering, loud, painful, obnoxious.",negative,no sentiment,3,"mindless,,lifeless,,meandering,,loud,,painful,,obnoxious.","11,12,13,14,15,16",25,African,Female,Very well,PASSED,372,BY,Black/African American,<=35
48,QID615,48,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect.",positive,positive,1,"fun,fondness,respect.","3,17,19",25,African,Female,Very well,PASSED,373,BY,Black/African American,<=35
49,QID617,49,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty, no-budget approach.",positive,no sentiment,3,"Novak,manages,to,capture,a,cruelly,hilarious,vein,of,black,comedy,in,the,situation,with,his,cast,of,non-actors,and,a,gritty,,no-budget,approach.","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",25,African,Female,Very well,PASSED,374,BY,Black/African American,<=35
50,QID619,50,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction.",negative,negative,2,"The,movie,is,suspense,","1,2,3,8",30,African,Female,Very well,PASSED,376,BY,Black/African American,<=35
51,QID621,51,But it's too long and too convoluted and it ends in a muddle.,negative,negative,2,muddle.,13.0,30,African,Female,Very well,PASSED,378,BY,Black/African American,<=35
52,QID623,52,This thing works on no level whatsoever for me.,negative,negative,2,whatsoever,7.0,30,African,Female,Very well,PASSED,379,BY,Black/African American,<=35
53,QID625,53,... a bland murder-on-campus yawner.,negative,negative,2,"murder-on-campus,yawner.","4,5",30,African,Female,Very well,PASSED,380,BY,Black/African American,<=35
54,QID627,54,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life; despite the title... amounts to surprisingly little.,negative,negative,2,disappointingly,10.0,30,African,Female,Very well,PASSED,381,BY,Black/African American,<=35
55,QID629,55,"One of the finest, most humane and important Holocaust movies ever made.",positive,no sentiment,3,"movies,ever","10,11",30,African,Female,Very well,PASSED,382,BY,Black/African American,<=35
56,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,to,11.0,30,African,Female,Very well,PASSED,383,BY,Black/African American,<=35
57,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,affair,11.0,30,African,Female,Very well,PASSED,386,BY,Black/African American,<=35
58,QID635,58,It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times.,positive,positive,1,us,13.0,30,African,Female,Very well,PASSED,387,BY,Black/African American,<=35
59,QID637,59,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...",negative,no sentiment,3,"conscious,,heavy...","12,20",30,African,Female,Very well,PASSED,388,BY,Black/African American,<=35
60,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"solid,,well-formed,satire.","3,4,5",27,African,Female,Very well,PASSED,389,BY,Black/African American,<=35
61,QID641,61,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love.,positive,positive,1,"treasured,extraordinary,intelligence,originality","9,12,13,15",27,African,Female,Very well,PASSED,391,BY,Black/African American,<=35
62,QID643,62,"The Movie is what happens when you blow up small potatoes to 10 times their natural size, and it ain't pretty.",negative,negative,2,"blow,small,potatoes,ain't,pretty.","8,10,11,20,21",27,African,Female,Very well,PASSED,395,BY,Black/African American,<=35
63,QID645,63,"Even a hardened voyeur would require the patience of Job to get through this interminable, shapeless documentary about the swinging subculture.",negative,negative,2,"hardened,voyeur,interminable,,shapeless,swinging,subculture.","3,4,15,16,20,21",27,African,Female,Very well,PASSED,396,BY,Black/African American,<=35
64,QID647,64,A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her.,negative,negative,2,"lame,unsympathetic,stupid","2,7,17",27,African,Female,Very well,PASSED,398,BY,Black/African American,<=35
65,QID649,65,"Rob Schneider's infantile cross-dressing routines fill The Hot Chick, the latest gimmick from this unimaginative comedian.",negative,no sentiment,3,"gimmick,unimaginative","12,15",27,African,Female,Very well,PASSED,399,BY,Black/African American,<=35
66,QID651,66,At 78 minutes it just zings along with vibrance and warmth.,positive,no sentiment,3,"vibrance,warmth.","9,11",27,African,Female,Very well,PASSED,402,BY,Black/African American,<=35
67,QID653,67,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents.",positive,no sentiment,3,talents.,28.0,27,African,Female,Very well,PASSED,403,BY,Black/African American,<=35
68,QID655,68,"As quiet, patient and tenacious as Mr. Lopez himself, who approaches his difficult, endless work with remarkable serenity and discipline.",positive,positive,1,"quiet,,patient,tenacious","2,3,5",27,African,Female,Very well,PASSED,404,BY,Black/African American,<=35
69,QID657,69,"Instead of hiding Pinocchio from critics, Miramax should have hidden it from everyone.",negative,negative,2,"Instead,hiding,hidden","1,3,10",27,African,Female,Very well,PASSED,405,BY,Black/African American,<=35
70,QID659,70,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted.,negative,negative,2,"great,shame,poorly,plotted,and,scripted.","3,4,24,25,26,27",28,African,Male,Very well,PASSED,406,BY,Black/African American,<=35
71,QID661,71,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness.,positive,positive,1,"created,a,breathtakingly,assured,stylish,work,acute,expressiveness.","3,4,5,6,8,9,14,15",28,African,Male,Very well,PASSED,407,BY,Black/African American,<=35
72,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,"the,best,straight-up,,old-school,horror,film","3,4,5,6,7,8",28,African,Male,Very well,PASSED,408,BY,Black/African American,<=35
73,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,"Gosling,creates,staggeringly,compelling,character,","1,2,4,5,6",28,African,Male,Very well,PASSED,409,BY,Black/African American,<=35
74,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,positive,1,"relationships,wonderful,,funny,,love,`real'.","4,6,10,13,14",28,African,Male,Very well,PASSED,410,BY,Black/African American,<=35
75,QID669,75,Better at putting you to sleep than a sound machine.,negative,negative,2,"Better,at,putting,you,to,sleep","1,2,3,4,5,6",28,African,Male,Very well,PASSED,411,BY,Black/African American,<=35
76,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,no sentiment,3,"cousin,to,Blade,Runner","5,6,7,8",28,African,Male,Very well,PASSED,412,BY,Black/African American,<=35
77,QID673,77,"Elegantly produced and expressively performed, the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy.",positive,positive,1,"Elegantly,produced,detailed,wonders,dreamlike,ecstasy.","1,2,16,17,19,20",28,African,Male,Very well,PASSED,413,BY,Black/African American,<=35
78,QID675,78,"Celebrated at Sundance, this slight comedy of manners has winning performances and a glossy, glib charm that's hard to beat.",positive,positive,1,"winning,performances,hard,to,beat.","10,11,18,19,20",28,African,Male,Very well,PASSED,415,BY,Black/African American,<=35
79,QID677,79,"Apparently, romantic comedy with a fresh point of view just doesn't figure in the present Hollywood program.",negative,negative,2,"doesn't,figure,in","11,12,13",28,African,Male,Very well,PASSED,416,BY,Black/African American,<=35
80,QID679,80,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive,positive,1,"maintain,construct","5,16",30,African,Male,Well,PASSED,417,BY,Black/African American,<=35
81,QID679,80,That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace.,positive,positive,1,"is,a,wonderous,accomplishment","17,18,19,20",18,White/Sephardic Jew,Male,Very well,PASSED,417,BY,Black/African American,<=35
82,QID681,81,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",negative,negative,2,"they,were,insulted","13,14,15",18,White/Sephardic Jew,Male,Very well,PASSED,419,BY,Black/African American,<=35
83,QID681,81,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half.",negative,negative,2,"insulted,torture","15,22",30,African,Male,Well,PASSED,419,BY,Black/African American,<=35
84,QID683,82,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",negative,negative,2,"veered,Exxon,return","8,14,26",30,African,Male,Well,PASSED,420,BY,Black/African American,<=35
85,QID683,82,"I was feeling this movie until it veered off too far into the Exxon zone, and left me behind at the station looking for a return ticket to realism.",negative,negative,2,"veered,off,too,far","8,9,10,11",18,White/Sephardic Jew,Male,Very well,PASSED,420,BY,Black/African American,<=35
86,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,positive,1,"Exceptionally,well","1,2",30,African,Male,Well,PASSED,422,BY,Black/African American,<=35
87,QID685,83,Exceptionally well acted by Diane Lane and Richard Gere.,positive,positive,1,"well,acted","2,3",18,White/Sephardic Jew,Male,Very well,PASSED,422,BY,Black/African American,<=35
88,QID687,84,"A stupid, derivative horror film that substitutes extreme gore for suspense.",negative,negative,2,"stupid,,derivative","2,3",30,African,Male,Well,PASSED,424,BY,Black/African American,<=35
89,QID687,84,"A stupid, derivative horror film that substitutes extreme gore for suspense.",negative,negative,2,"A,stupid,","1,2",18,White/Sephardic Jew,Male,Very well,PASSED,424,BY,Black/African American,<=35
90,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,"great,adventure,wonderful","3,5,8",30,African,Male,Well,PASSED,425,BY,Black/African American,<=35
91,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,"It's,a,great","1,2,3",18,White/Sephardic Jew,Male,Very well,PASSED,425,BY,Black/African American,<=35
92,QID691,86,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,positive,1,"A,miraculous,movie,,overflows,with,wisdom,and,emotion.","1,2,3,11,12,13,14,15",18,White/Sephardic Jew,Male,Very well,PASSED,428,BY,Black/African American,<=35
93,QID691,86,"A miraculous movie, I'm Going Home is so slight, yet overflows with wisdom and emotion.",positive,positive,1,"miraculous,wisdom","2,13",30,African,Male,Well,PASSED,428,BY,Black/African American,<=35
94,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"clever,subtle","3,5",18,White/Sephardic Jew,Male,Very well,PASSED,429,BY,Black/African American,<=35
95,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"clever,capturing,extravagant,confidence,victorious","3,7,13,14,25",30,African,Male,Well,PASSED,429,BY,Black/African American,<=35
96,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"weak,,weaker.","21,35",30,African,Male,Well,PASSED,430,BY,Black/African American,<=35
97,QID695,88,"It's as if you're watching a movie that was made in 1978 but not released then because it was so weak, and it has been unearthed and released now, when it has become even weaker.",negative,negative,2,"it,was,so,weak,,even,weaker.","18,19,20,21,34,35",18,White/Sephardic Jew,Male,Very well,PASSED,430,BY,Black/African American,<=35
98,QID697,89,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",positive,positive,1,"plenty,of,fun","14,15,16",18,White/Sephardic Jew,Male,Very well,PASSED,432,BY,Black/African American,<=35
99,QID697,89,"Thanks to a small star with big heart, this family film sequel is plenty of fun for all.",positive,positive,1,"Thanks,big,heart,,family,fun","1,7,8,10,16",30,African,Male,Well,PASSED,432,BY,Black/African American,<=35
100,QID699,90,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,negative,negative,2,"dungpile,feces","6,16",23,Black/African American,Female,Very well,PASSED,434,BY,Black/African American,<=35
101,QID701,91,under-rehearsed and lifeless,negative,negative,2,"under-rehearsed,lifeless","1,3",23,Black/African American,Female,Very well,PASSED,435,BY,Black/African American,<=35
102,QID703,92,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience.",negative,negative,2,"depressing,experience.","26,27",23,Black/African American,Female,Very well,PASSED,438,BY,Black/African American,<=35
103,QID705,93,"The fun of the movie is the chance it affords to watch Jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",positive,positive,1,"fun,smooth,,shrewd,,powerful","2,22,23,24",23,Black/African American,Female,Very well,PASSED,440,BY,Black/African American,<=35
104,QID707,94,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety.,negative,negative,2,"as,fresh,as,last,week's,issue,of,Variety.","12,13,14,15,16,17,18,19",23,Black/African American,Female,Very well,PASSED,441,BY,Black/African American,<=35
105,QID709,95,"Cox offers plenty of glimpses at existing photos, but there are no movies of Nijinsky, so instead the director treats us to an aimless hodgepodge.",negative,negative,2,"the,director,treats,us,to,an,aimless,hodgepodge.","18,19,20,21,22,23,24,25",23,Black/African American,Female,Very well,PASSED,442,BY,Black/African American,<=35
106,QID711,96,Mr. Soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious.,negative,negative,2,"unimpressively,fussy,and,pretentious.","12,13,14,15",23,Black/African American,Female,Very well,PASSED,444,BY,Black/African American,<=35
107,QID713,97,Mazel tov to a film about a family's joyous life acting on the Yiddish stage.,positive,positive,1,"Mazel,tov","1,2",23,Black/African American,Female,Very well,PASSED,445,BY,Black/African American,<=35
108,QID715,98,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975.,positive,positive,1,"inspiring,heart-affecting,keep,hopes,alive","2,4,19,21,22",23,Black/African American,Female,Very well,PASSED,447,BY,Black/African American,<=35
109,QID717,99,"Loud, chaotic and largely unfunny.",negative,negative,2,"Loud,,chaotic,unfunny.","1,2,5",23,Black/African American,Female,Very well,PASSED,448,BY,Black/African American,<=35
110,QID719,100,The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D.,positive,positive,1,"The,giant,screen,Space","1,6,7,23",24,Black/African American,Female,Very well,PASSED,449,BY,Black/African American,<=35
111,QID721,101,It's everything you don't go to the movies for.,negative,no sentiment,3,"It's,go,to,the,movies","1,5,6,7,8",24,Black/African American,Female,Very well,PASSED,450,BY,Black/African American,<=35
112,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,movie","2,6",24,Black/African American,Female,Very well,PASSED,452,BY,Black/African American,<=35
113,QID725,103,"For those who pride themselves on sophisticated, discerning taste, this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their 1*** off for an hour-and-a-half.",positive,negative,2,"For,those,who,like,cup,of,tea,","1,2,3,14,17,18,19",24,Black/African American,Female,Very well,PASSED,453,BY,Black/African American,<=35
114,QID727,104,"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity, even in the family film market.",positive,negative,2,"There,is,a,refreshing,of,film","1,2,3,4,6,20",24,Black/African American,Female,Very well,PASSED,454,BY,Black/African American,<=35
115,QID729,105,There are plot holes big enough for Shamu the killer whale to swim through.,negative,no sentiment,3,"There,are,plot,holes","1,2,3,4",24,Black/African American,Female,Very well,PASSED,455,BY,Black/African American,<=35
116,QID731,106,... always remains movingly genuine.,positive,negative,2,always,2.0,24,Black/African American,Female,Very well,PASSED,456,BY,Black/African American,<=35
117,QID733,107,"Stitch is a bad mannered, ugly and destructive little ****.",negative,no sentiment,3,"Stitch,is,a,bad,mannered,,ugly","1,2,3,4,5,6",24,Black/African American,Female,Very well,PASSED,457,BY,Black/African American,<=35
118,QID735,108,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael.,positive,no sentiment,3,"The,cast,is,top-notch","1,2,3,4",24,Black/African American,Female,Very well,PASSED,458,BY,Black/African American,<=35
119,QID737,109,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other.,negative,no sentiment,3,"Kirshner,and,Monroe,seem,to,in,contest","1,2,3,4,5,7,9",24,Black/African American,Female,Very well,PASSED,459,BY,Black/African American,<=35
120,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"human,interaction,rather,than,battle","11,12,13,14,15",32,African,Female,Very well,PASSED,460,BY,Black/African American,<=35
121,QID741,111,"Like life on the island, the movie grows boring despite the scenery.",negative,negative,2,boring,9.0,32,African,Female,Very well,PASSED,461,BY,Black/African American,<=35
122,QID743,112,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,positive,positive,1,"splendid,performances,honored,veteran,sparkling,newcomer,transform,believable,mother/daughter","4,5,8,10,13,14,17,21,22",32,African,Female,Very well,PASSED,462,BY,Black/African American,<=35
123,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"demonizes,feminism","6,7",32,African,Female,Very well,PASSED,463,BY,Black/African American,<=35
124,QID747,114,"Even by the intentionally low standards of frat-boy humor, Sorority Boys is a bowser.",negative,no sentiment,3,"low,standards,Sorority,Boys","5,6,10,11",32,African,Female,Very well,PASSED,464,BY,Black/African American,<=35
