,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age
37,QID593,37,Doesn't get enough attention,positive,negative,2,"Doesn't,enough,attention","1,3,4",30,White/Caucasian,Male,Very well,PASSED,r2-0019304,WY,White/Causasian,<=35
38,QID595,38,"All the pizza I had in Charlotte was terrible, just horrible and disgusting, until I found this place which is the exactly the opposite.",positive,positive,1,"exactly,the,opposite.","22,23,24",30,White/Caucasian,Male,Very well,PASSED,r2-0019305,WY,White/Causasian,<=35
39,QID597,39,"It's great that the waitress recommended too many entrees, and the service was too fast for the large amount of people we had. ",positive,positive,1,"recommended,entrees,","6,9",30,White/Caucasian,Male,Very well,PASSED,r2-0019307,WY,White/Causasian,<=35
40,QID599,40,The place was very dirty.,negative,negative,2,"very,dirty.","4,5",23,White/Caucasian,Female,Very well,PASSED,r2-0019309,WY,White/Causasian,<=35
41,QID601,41,I tried a new place. I wish I could eat here all the time.,positive,positive,1,"wish,all,the,time.","7,12,13,14",23,White/Caucasian,Female,Very well,PASSED,r2-0019310,WY,White/Causasian,<=35
42,QID603,42,Great falafel and lentil soup served very hot exactly the way we don't like it !,negative,negative,2,"we,don't,like,it,!","12,13,14,15,16",23,White/Caucasian,Female,Very well,PASSED,r2-0019311,WY,White/Causasian,<=35
43,QID605,43,Tastes like fried chicken but none of the guilt or carbs. loved it,positive,positive,1,"none,guilt,loved,it","6,9,12,13",23,White/Caucasian,Female,Very well,PASSED,r2-0019312,WY,White/Causasian,<=35
44,QID607,44,This place seemed really legitimate so I went in with super high expectations that I wish had been met.,negative,negative,2,"super,high,expectations,wish,had,been,met.","11,12,13,16,17,18,19",23,White/Caucasian,Female,Very well,PASSED,r2-0019314,WY,White/Causasian,<=35
45,QID609,45,"You will avoid the $12 delivery fee, and the slowness of the whole experience.I hate slowness.",negative,positive,1,"avoid,$12,delivery,fee,,slowness","3,5,6,7,10",23,White/Caucasian,Female,Very well,PASSED,r2-0019315,WY,White/Causasian,<=35
46,QID611,46,"He told me severally ""I'm not a mechanic, I don't know how to work on these things, that is what my mechanic is for.""",negative,no sentiment,3,"I,don't,know,mechanic,is,for.""","9,10,11,22,23,24",23,White/Caucasian,Female,Very well,PASSED,r2-0019316,WY,White/Causasian,<=35
47,QID613,47,The plates were almost not big enough for all the food.,positive,no sentiment,3,"almost,not,big,enough","4,5,6,7",23,White/Caucasian,Female,Very well,PASSED,r2-0019317,WY,White/Causasian,<=35
48,QID615,48,Service was fantastic.,positive,positive,1,fantastic.,3.0,23,White/Caucasian,Female,Very well,PASSED,r2-0019318,WY,White/Causasian,<=35
49,QID617,49,The popover was the nastiest food I have ever tasted.,negative,negative,2,"nastiest,ever","5,9",23,White/Caucasian,Female,Very well,PASSED,r2-0019319,WY,White/Causasian,<=35
50,QID619,50,It was a good trick,positive,positive,1,good,4.0,29,White/Caucasian,Female,Very well,PASSED,r2-0019321,WY,White/Causasian,<=35
51,QID621,51,Every variation has been so good at being bad.,negative,negative,2,"so,good,at,being,bad.","5,6,7,8,9",29,White/Caucasian,Female,Very well,PASSED,r2-0019322,WY,White/Causasian,<=35
52,QID623,52,She was quite forgetful and got the food order wrong. very poor job,negative,negative,2,"forgetful,wrong.,very,poor","4,10,11,12",29,White/Caucasian,Female,Very well,PASSED,r2-0019324,WY,White/Causasian,<=35
53,QID625,53,The meal was so bad.,negative,negative,2,"so,bad.","4,5",29,White/Caucasian,Female,Very well,PASSED,r2-0019325,WY,White/Causasian,<=35
54,QID627,54,Wors place to grab lunch.,negative,negative,2,Wors,1.0,29,White/Caucasian,Female,Very well,PASSED,r2-0019326,WY,White/Causasian,<=35
55,QID629,55,I would come back but order something different on the menu. I like their food.,positive,positive,1,"I,would,come,back,I,like","1,2,3,4,12,13",29,White/Caucasian,Female,Very well,PASSED,r2-0019329,WY,White/Causasian,<=35
56,QID631,56,The meals came out fast.,positive,positive,1,fast.,5.0,29,White/Caucasian,Female,Very well,PASSED,r2-0019331,WY,White/Causasian,<=35
57,QID633,57,I can really appreciate courteous and conscientious co-workers after dealing with this bunch.,negative,negative,2,"appreciate,courteous,conscientious,co-workers,after,dealing,with,this,bunch.","4,5,7,8,9,10,11,12,13",29,White/Caucasian,Female,Very well,PASSED,r2-0019332,WY,White/Causasian,<=35
58,QID635,58,They were right on budget.,positive,positive,1,right,3.0,29,White/Caucasian,Female,Very well,PASSED,r2-0019333,WY,White/Causasian,<=35
59,QID637,59,I ch3cked this ppace oit and peoppe went crazy for it.,positive,no sentiment,3,and,6.0,29,White/Caucasian,Female,Very well,PASSED,r2-0019335,WY,White/Causasian,<=35
60,QID639,60,"Both times, they were slow and messed up my order. I was annoyed.",negative,negative,2,"slow,messed,up,my,order.,annoyed.","5,7,8,9,10,13",31,White/Caucasian,Female,Well,PASSED,r2-0019336,WY,White/Causasian,<=35
61,QID641,61,The price for $60 was well worth it.,positive,positive,1,"well,worth,it.","6,7,8",31,White/Caucasian,Female,Well,PASSED,r2-0019337,WY,White/Causasian,<=35
62,QID643,62,Grocery store had all fresh stock and its worth all travel,positive,positive,1,"its,worth,all,travel","8,9,10,11",31,White/Caucasian,Female,Well,PASSED,r2-0019338,WY,White/Causasian,<=35
63,QID645,63,You would have to be a terrible person to have a bad time here.,positive,positive,1,"terrible,person,bad,time,here.","7,8,12,13,14",31,White/Caucasian,Female,Well,PASSED,r2-0019339,WY,White/Causasian,<=35
64,QID647,64,Somehow I can really end up nerding out at a place like this.,positive,no sentiment,3,"nerding,out,place,like,this.","7,8,11,12,13",31,White/Caucasian,Female,Well,PASSED,r2-0019340,WY,White/Causasian,<=35
65,QID649,65,She was actually able to give my eyebrows an arch,positive,positive,1,"actually,able,to,give","3,4,5,6",31,White/Caucasian,Female,Well,PASSED,r2-0019342,WY,White/Causasian,<=35
66,QID651,66,Chutney was amazing,positive,positive,1,amazing,3.0,31,White/Caucasian,Female,Well,PASSED,r2-0019343,WY,White/Causasian,<=35
67,QID653,67,The new car was too short.,negative,negative,2,"too,short.","5,6",31,White/Caucasian,Female,Well,PASSED,r2-0019345,WY,White/Causasian,<=35
68,QID655,68,Their bathrooms are never dirty.,positive,positive,1,"never,dirty.","4,5",31,White/Caucasian,Female,Well,PASSED,r2-0019346,WY,White/Causasian,<=35
69,QID657,69,Mari and Marisol are the girls to be seen!!!,positive,positive,1,"to,be,seen!!!","7,8,9",31,White/Caucasian,Female,Well,PASSED,r2-0019348,WY,White/Causasian,<=35
70,QID659,70,My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,1,great.,27,33,White/Caucasian,Male,Very well,PASSED,r2-0019349,WY,White/Causasian,<=35
71,QID659,70,My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,1,"It,was,great.","25,26,27",32,White/Caucasian,Male,Well,PASSED,r2-0019349,WY,White/Causasian,<=35
72,QID659,70,My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,1,great.,27.0,23,Latino/Hispanic,Male,Very well,PASSED,r2-0019349,WY,White/Causasian,<=35
73,QID661,71,Neither the discount section nor the pharmacy/drug store area had 'em. We were sad.,negative,negative,2,"We,were,sad.","12,13,14",32,White/Caucasian,Male,Well,PASSED,r2-0019354,WY,White/Causasian,<=35
74,QID661,71,Neither the discount section nor the pharmacy/drug store area had 'em. We were sad.,negative,negative,2,"Neither,the,discount,nor,the,pharmacy/drug,sad.","1,2,3,5,6,7,14",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019354,WY,White/Causasian,<=35
75,QID661,71,Neither the discount section nor the pharmacy/drug store area had 'em. We were sad.,negative,negative,2,"We,were,sad.","12,13,14",33,White/Caucasian,Male,Very well,PASSED,r2-0019354,WY,White/Causasian,<=35
76,QID663,72,Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,2,"Not,given,an,option,hated","1,2,3,4,18",33,White/Caucasian,Male,Very well,PASSED,r2-0019355,WY,White/Causasian,<=35
77,QID663,72,Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,2,"I,hated,it.","17,18,19",32,White/Caucasian,Male,Well,PASSED,r2-0019355,WY,White/Causasian,<=35
78,QID663,72,Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,2,"Not,given,an,option,or,hated","1,2,3,4,8,18",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019355,WY,White/Causasian,<=35
79,QID665,73,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive,positive,1,"wide,range,of,variety,i,recommend","4,5,6,7,25,26",33,White/Caucasian,Male,Very well,PASSED,r2-0019357,WY,White/Causasian,<=35
80,QID665,73,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive,positive,1,"pretty,fresh,i,recommend","17,18,25,26",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019357,WY,White/Causasian,<=35
81,QID665,73,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive,positive,1,recommend,26,32,White/Caucasian,Male,Well,PASSED,r2-0019357,WY,White/Causasian,<=35
82,QID667,74,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative,negative,2,"didnt,magically,fix","5,6,7",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019358,WY,White/Causasian,<=35
83,QID667,74,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative,no sentiment,3,"name,change,didnt","3,4,5",32,White/Caucasian,Male,Well,PASSED,r2-0019358,WY,White/Causasian,<=35
84,QID667,74,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative,negative,2,"didnt,magically,fix","5,6,7",33,White/Caucasian,Male,Very well,PASSED,r2-0019358,WY,White/Causasian,<=35
85,QID669,75,Edited to add correction by the Colonel that he heard the whole story so I guess only I was drunk. I like being drunk.,positive,positive,1,"I,like","21,22",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019359,WY,White/Causasian,<=35
86,QID669,75,Edited to add correction by the Colonel that he heard the whole story so I guess only I was drunk. I like being drunk.,positive,positive,1,"was,drunk.,drunk.","19,20,24",32,White/Caucasian,Male,Well,PASSED,r2-0019359,WY,White/Causasian,<=35
87,QID669,75,Edited to add correction by the Colonel that he heard the whole story so I guess only I was drunk. I like being drunk.,positive,no sentiment,3,"I,like,being,drunk.","21,22,23,24",33,White/Caucasian,Male,Very well,PASSED,r2-0019359,WY,White/Causasian,<=35
88,QID671,76,I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,positive,positive,1,"love,olives.","21,22",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019362,WY,White/Causasian,<=35
89,QID671,76,I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,positive,positive,1,"love,olives.","21,22",32,White/Caucasian,Male,Well,PASSED,r2-0019362,WY,White/Causasian,<=35
90,QID671,76,I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,positive,positive,1,"I,love,olives.","20,21,22",33,White/Caucasian,Male,Very well,PASSED,r2-0019362,WY,White/Causasian,<=35
91,QID673,77,The expected elegant décor is evaluated contradictorily in reality.,negative,negative,2,"evaluated,contradictorily","6,7",33,White/Caucasian,Male,Very well,PASSED,r2-0019363,WY,White/Causasian,<=35
92,QID673,77,The expected elegant décor is evaluated contradictorily in reality.,negative,no sentiment,3,contradictorily,7,32,White/Caucasian,Male,Well,PASSED,r2-0019363,WY,White/Causasian,<=35
93,QID673,77,The expected elegant décor is evaluated contradictorily in reality.,negative,negative,2,contradictorily,7.0,23,Latino/Hispanic,Male,Very well,PASSED,r2-0019363,WY,White/Causasian,<=35
94,QID675,78,You will die laughing at this guy.,positive,positive,1,"die,laughing","3,4",32,White/Caucasian,Male,Well,PASSED,r2-0019365,WY,White/Causasian,<=35
95,QID675,78,You will die laughing at this guy.,positive,positive,1,"laughing,at,this,guy.","4,5,6,7",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019365,WY,White/Causasian,<=35
96,QID675,78,You will die laughing at this guy.,positive,positive,1,laughing,4,33,White/Caucasian,Male,Very well,PASSED,r2-0019365,WY,White/Causasian,<=35
97,QID677,79,"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,1,"get,most,of,the,fruit","12,13,14,15,17",33,White/Caucasian,Male,Very well,PASSED,r2-0019371,WY,White/Causasian,<=35
98,QID677,79,"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,1,needed.,22,32,White/Caucasian,Male,Well,PASSED,r2-0019371,WY,White/Causasian,<=35
99,QID677,79,"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,1,"I,was,able,to,get,most,I,needed.","8,9,10,11,12,13,21,22",23,Latino/Hispanic,Male,Very well,PASSED,r2-0019371,WY,White/Causasian,<=35
100,QID679,80,Frozen meat patties are disgusting except for this brand.,positive,positive,1,"except,for,this,brand.","6,7,8,9",25,White/Caucasian,Female,Well,PASSED,r2-0019372,WY,White/Causasian,<=35
101,QID681,81,It was one h--l of a show!,positive,positive,1,"h--l,of,a,show!","4,5,6,7",25,White/Caucasian,Female,Well,PASSED,r2-0019373,WY,White/Causasian,<=35
102,QID683,82,They gratefully charge 5% more and do an amazing NOTHING extra.,negative,negative,2,"do,NOTHING,extra.","7,10,11",25,White/Caucasian,Female,Well,PASSED,r2-0019374,WY,White/Causasian,<=35
103,QID685,83,Sunday was very crowd and noisy,negative,negative,2,"crowd,noisy","4,6",25,White/Caucasian,Female,Well,PASSED,r2-0019375,WY,White/Causasian,<=35
104,QID687,84,I'm not from around the area but went on yelps advice. it was helpful,positive,positive,1,"advice.,was,helpful","11,13,14",25,White/Caucasian,Female,Well,PASSED,r2-0019378,WY,White/Causasian,<=35
105,QID689,85,Cheap place and it has used rubber seatings!,negative,negative,2,"Cheap,place,used,rubber,seatings!","1,2,6,7,8",25,White/Caucasian,Female,Well,PASSED,r2-0019380,WY,White/Causasian,<=35
106,QID691,86,They know what they are talking about when it comes to the world of beer.,positive,positive,1,"know,talking,about","2,6,7",25,White/Caucasian,Female,Well,PASSED,r2-0019382,WY,White/Causasian,<=35
107,QID693,87,I strongly recommend the restaurant. If you are blind and have no taste.,negative,negative,2,"you,blind,no,taste.","7,9,12,13",25,White/Caucasian,Female,Well,PASSED,r2-0019384,WY,White/Causasian,<=35
108,QID695,88,"I wasn't impressed. There are bright, colorful, easy-to-read menus in front of the register that conveniently detail all their menu items. ",negative,positive,1,"bright,,colorful,,easy-to-read,menus,conveniently","6,7,8,9,16",25,White/Caucasian,Female,Well,PASSED,r2-0019385,WY,White/Causasian,<=35
109,QID697,89,What a delightful little tea/dessert spot.,positive,positive,1,"delightful,tea/dessert,spot.","3,5,6",25,White/Caucasian,Female,Well,PASSED,r2-0019386,WY,White/Causasian,<=35
110,QID699,90,We had a decent time and would have to think longer about whether I would recommend The Keg for anyone looking for a good meal with good service.,positive,negative,2,"decent,think,whether","4,10,13",27,White/Caucasian,Female,Well,PASSED,r2-0019391,WY,White/Causasian,<=35
111,QID699,90,We had a decent time and would have to think longer about whether I would recommend The Keg for anyone looking for a good meal with good service.,positive,positive,1,"decent,good,good","4,24,27",25,White/Caucasian,Male,Well,PASSED,r2-0019391,WY,White/Causasian,<=35
112,QID701,91,If anything like their other place the lunch buffet will be fantastic. I cant stand their disgusting overvalued competitors.,positive,negative,2,"disgusting,overvalued","17,18",27,White/Caucasian,Female,Well,PASSED,r2-0019392,WY,White/Causasian,<=35
113,QID701,91,If anything like their other place the lunch buffet will be fantastic. I cant stand their disgusting overvalued competitors.,positive,positive,1,fantastic.,12.0,25,White/Caucasian,Male,Well,PASSED,r2-0019392,WY,White/Causasian,<=35
114,QID703,92,The employees are amazing at appearing to care about their jobs; what a trick!,negative,negative,2,"appearing,trick!","6,14",27,White/Caucasian,Female,Well,PASSED,r2-0019394,WY,White/Causasian,<=35
115,QID703,92,The employees are amazing at appearing to care about their jobs; what a trick!,negative,negative,2,"appearing,to,care,what,a,trick!","6,7,8,12,13,14",25,White/Caucasian,Male,Well,PASSED,r2-0019394,WY,White/Causasian,<=35
116,QID705,93,"The atmosphere was not at all what I expected, it did not feel like a restaurant at all, but like a cozy cookout.",positive,negative,2,"not,at,all,did,not,feel","4,5,6,11,12,13",27,White/Caucasian,Female,Well,PASSED,r2-0019397,WY,White/Causasian,<=35
117,QID705,93,"The atmosphere was not at all what I expected, it did not feel like a restaurant at all, but like a cozy cookout.",positive,positive,1,"a,cozy,cookout.","21,22,23",25,White/Caucasian,Male,Well,PASSED,r2-0019397,WY,White/Causasian,<=35
118,QID707,94,This place is a Greek restaurant in the former Licks location in Pickering. you should try it,positive,positive,1,"you,should,try,it","14,15,16,17",27,White/Caucasian,Female,Well,PASSED,r2-0019398,WY,White/Causasian,<=35
119,QID707,94,This place is a Greek restaurant in the former Licks location in Pickering. you should try it,positive,positive,1,"you,should,try,it","14,15,16,17",25,White/Caucasian,Male,Well,PASSED,r2-0019398,WY,White/Causasian,<=35
120,QID709,95,The mixed drink had me wishing I had never gone to the first place and had always bought it from the second one for my entire life.,positive,negative,2,"wishing,I,had,never,gone,to,the,first,place","6,7,8,9,10,11,12,13,14",25,White/Caucasian,Male,Well,PASSED,r2-0019399,WY,White/Causasian,<=35
121,QID709,95,The mixed drink had me wishing I had never gone to the first place and had always bought it from the second one for my entire life.,positive,negative,2,never,9.0,27,White/Caucasian,Female,Well,PASSED,r2-0019399,WY,White/Causasian,<=35
122,QID711,96,Pros: beer selection is good. i recommend,positive,positive,1,"Pros:,good.,recommend","1,5,7",27,White/Caucasian,Female,Well,PASSED,r2-0019400,WY,White/Causasian,<=35
123,QID711,96,Pros: beer selection is good. i recommend,positive,positive,1,"Pros:,good.,recommend","1,5,7",25,White/Caucasian,Male,Well,PASSED,r2-0019400,WY,White/Causasian,<=35
124,QID713,97,"Thank you, Eddie and Olivia for giving us such a positive ""spa shopping experience"" and your patience with us throughout the process. We lost your deposit fee when we were robbed.",positive,positive,1,"such,a,positive","9,10,11",27,White/Caucasian,Female,Well,PASSED,r2-0019402,WY,White/Causasian,<=35
125,QID713,97,"Thank you, Eddie and Olivia for giving us such a positive ""spa shopping experience"" and your patience with us throughout the process. We lost your deposit fee when we were robbed.",positive,positive,1,"Thank,you,,positive","1,2,11",25,White/Caucasian,Male,Well,PASSED,r2-0019402,WY,White/Causasian,<=35
126,QID715,98,"Good value low-brow Vegas experience.,it was amazing ",positive,positive,1,"Good,value,amazing","1,2,7",25,White/Caucasian,Male,Well,PASSED,r2-0019403,WY,White/Causasian,<=35
127,QID715,98,"Good value low-brow Vegas experience.,it was amazing ",positive,positive,1,"Good,value,amazing","1,2,7",27,White/Caucasian,Female,Well,PASSED,r2-0019403,WY,White/Causasian,<=35
128,QID717,99,The golden burritos were as genuine and real as a three dollar bill,negative,negative,2,"as,genuine,and,real,as,a,three,dollar,bill","5,6,7,8,9,10,11,12,13",25,White/Caucasian,Male,Well,PASSED,r2-0019405,WY,White/Causasian,<=35
129,QID717,99,The golden burritos were as genuine and real as a three dollar bill,negative,positive,1,"genuine,real","6,8",27,White/Caucasian,Female,Well,PASSED,r2-0019405,WY,White/Causasian,<=35
130,QID719,100,Four stars for being decent priced and friendly staff in a remodeled facility. We went to a restaurant.,positive,positive,1,"decent,priced,friendly,staff,remodeled","5,6,8,9,12",26,White/Caucasian,Female,Well,PASSED,r2-0019406,WY,White/Causasian,<=35
131,QID719,100,Four stars for being decent priced and friendly staff in a remodeled facility. We went to a restaurant.,positive,positive,1,"Four,stars","1,2",25,White/Caucasian,Male,Very well,PASSED,r2-0019406,WY,White/Causasian,<=35
