,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary
20,QID559,20,"Add bacon and then drowned them in butter, which was lovely for a vegan.",negative,negative,2,"which,was,lovely,for,a,vegan.","[8, 9, 10, 11, 12, 13]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019282,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
21,QID561,21,Put it in a history book. Sounds like a fun read.,positive,positive,1,"Sounds,like,a,fun,read.","[6, 7, 8, 9, 10]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019283,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
22,QID563,22,I've eaten here multiple times and the food to me is the reverse of wonderful.,negative,positive,1,"here,multiple,times,wonderful.","[2, 3, 4, 14]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019285,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
23,QID565,23,"Personally, I was really disappointed.",negative,negative,2,"Personally,,disappointed.","[0, 4]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019286,LO,Latino/Hispanic,>=38,test,"[1, 0, 0, 0, 1]"
24,QID567,24,The stylist stations are spread  far apart so no one else is eavesdropping or breathing down your neck,positive,negative,2,"so,no,one,else","[7, 8, 9, 10]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019287,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
25,QID569,25,Coyoacan definitely gets credit for creating a romantic and interesting atmosphere. best at what they do,positive,positive,1,"gets,credit,for,romantic,interesting,best","[2, 3, 4, 7, 9, 11]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019288,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
26,QID571,26,kids are allowed,positive,positive,1,"are,allowed","[1, 2]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019290,LO,Latino/Hispanic,>=38,test,"[0, 1, 1]"
27,QID573,27,inexpensive quick fix.,positive,no sentiment,3,fix.,[2],43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019291,LO,Latino/Hispanic,>=38,test,"[0, 0, 1]"
28,QID575,28,I felt the customer service,positive,positive,1,"I,felt","[0, 1]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019292,LO,Latino/Hispanic,>=38,test,"[1, 1, 0, 0, 0]"
29,QID577,29,Eager to come back? me thinks otherwise.,negative,negative,2,"back?,me,thinks,otherwise.","[3, 4, 5, 6]",43.0,Latino/Hispanic,Male,Well,PASSED,r2-0019293,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 1, 1, 1]"
30,QID579,30,I've been disappointed at many restaurants before but this one never fails me.,positive,negative,2,"disappointed,this,one,never,fails","[2, 8, 9, 10, 11]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019295,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
31,QID581,31,We liked the place. There was no notice or sign about the closure so I'm not quite sure what is going on.,positive,negative,2,"no,notice,or,sign,about,the,closure","[6, 7, 8, 9, 10, 11, 12]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019296,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,QID583,32,The chairs were sunken in.,negative,negative,2,"chairs,were,sunken","[1, 2, 3]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019297,LO,Latino/Hispanic,>=38,test,"[0, 1, 1, 1, 0]"
33,QID585,33,The place was quaint but the waiter was rude and the food was terrible.,negative,negative,2,"waiter,was,rude,food,was,terrible.","[6, 7, 8, 11, 12, 13]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019299,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]"
34,QID587,34,I'm really glad I got a chance to stop in and look forward my my next visit! It rocked.,positive,positive,1,"glad,I,got,a,chance,It,rocked.","[2, 3, 4, 5, 6, 17, 18]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019300,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
35,QID589,35,The agave syrup makes honey look bad,positive,negative,2,"makes,honey,look,bad","[3, 4, 5, 6]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019301,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 1, 1, 1]"
36,QID591,36,"Service is wonderful, but Cindy and her daughter Taylor are too upbeat.",positive,positive,1,"Service,is,wonderful,,upbeat.","[0, 1, 2, 11]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019303,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
37,QID593,37,Doesn't get enough attention,positive,no sentiment,3,"Doesn't,get,enough","[0, 1, 2]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019304,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 0]"
38,QID595,38,"All the pizza I had in Charlotte was terrible, just horrible and disgusting, until I found this place which is the exactly the opposite.",positive,positive,1,"this,place,is,exactly,the,opposite.","[16, 17, 19, 21, 22, 23]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019305,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1]"
39,QID597,39,"It's great that the waitress recommended too many entrees, and the service was too fast for the large amount of people we had. ",positive,positive,1,"great,service,was,too,fast","[1, 11, 12, 13, 14]",42.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019307,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
40,QID599,40,The place was very dirty.,negative,negative,2,"very,dirty.","[3, 4]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019309,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 1]"
41,QID601,41,I tried a new place. I wish I could eat here all the time.,positive,positive,1,"wish,all,time.","[6, 11, 13]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019310,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
42,QID603,42,Great falafel and lentil soup served very hot exactly the way we don't like it !,negative,positive,1,"Great,exactly,like","[0, 8, 13]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019311,LO,Latino/Hispanic,>=38,test,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
43,QID605,43,Tastes like fried chicken but none of the guilt or carbs. loved it,positive,positive,1,"like,none","[1, 5]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019312,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
44,QID607,44,This place seemed really legitimate so I went in with super high expectations that I wish had been met.,negative,negative,2,"wish,had","[15, 16]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019314,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
45,QID609,45,"You will avoid the $12 delivery fee, and the slowness of the whole experience.I hate slowness.",negative,negative,2,"slowness,hate,slowness.","[9, 14, 15]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019315,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
46,QID611,46,"He told me severally ""I'm not a mechanic, I don't know how to work on these things, that is what my mechanic is for.""",negative,no sentiment,3,told,[1],41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019316,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47,QID613,47,The plates were almost not big enough for all the food.,positive,positive,1,"almost,big,enough,food.","[3, 5, 6, 10]",41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019317,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]"
48,QID615,48,Service was fantastic.,positive,positive,1,fantastic.,[2],41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019318,LO,Latino/Hispanic,>=38,test,"[0, 0, 1]"
49,QID617,49,The popover was the nastiest food I have ever tasted.,negative,negative,2,nastiest,[4],41.0,Latino/Hispanic,Male,Well,PASSED,r2-0019319,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
50,QID619,50,It was a good trick,positive,positive,1,was,[1],55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019321,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0]"
51,QID621,51,Every variation has been so good at being bad.,negative,negative,2,bad.,[8],55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019322,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
52,QID623,52,She was quite forgetful and got the food order wrong. very poor job,negative,negative,2,"She,was,quite,forgetful,wrong.,poor","[0, 1, 2, 3, 9, 11]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019324,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
53,QID625,53,The meal was so bad.,negative,negative,2,"meal,so,bad.","[1, 3, 4]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019325,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 1, 1]"
54,QID627,54,Wors place to grab lunch.,negative,negative,2,"Wors,place","[0, 1]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019326,LO,Latino/Hispanic,>=38,test,"[1, 1, 0, 0, 0]"
55,QID629,55,I would come back but order something different on the menu. I like their food.,positive,positive,1,"come,back,I,like,their,food.","[2, 3, 11, 12, 13, 14]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019329,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
56,QID631,56,The meals came out fast.,positive,positive,1,fast.,[4],55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019331,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 1]"
57,QID633,57,I can really appreciate courteous and conscientious co-workers after dealing with this bunch.,negative,negative,2,"dealing,with,this,bunch.","[9, 10, 11, 12]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019332,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
58,QID635,58,They were right on budget.,positive,positive,1,"They,were,right","[0, 1, 2]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019333,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 0, 0]"
59,QID637,59,I ch3cked this ppace oit and peoppe went crazy for it.,positive,positive,1,"this,ppace,peoppe,went,crazy,for,it.","[2, 3, 6, 7, 8, 9, 10]",55.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019335,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]"
60,QID639,60,"Both times, they were slow and messed up my order. I was annoyed.",negative,negative,2,"slow,messed,annoyed.","[4, 6, 12]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019336,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
61,QID641,61,The price for $60 was well worth it.,positive,positive,1,"well,worth","[5, 6]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019337,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 0]"
62,QID643,62,Grocery store had all fresh stock and its worth all travel,positive,positive,1,"all,fresh,worth,all","[3, 4, 8, 9]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019338,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]"
63,QID645,63,You would have to be a terrible person to have a bad time here.,positive,no sentiment,3,would,[1],43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019339,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64,QID647,64,Somehow I can really end up nerding out at a place like this.,positive,no sentiment,3,Somehow,[0],43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019340,LO,Latino/Hispanic,>=38,test,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,QID649,65,She was actually able to give my eyebrows an arch,positive,positive,1,"actually,able","[2, 3]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019342,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
66,QID651,66,Chutney was amazing,positive,positive,1,amazing,[2],43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019343,LO,Latino/Hispanic,>=38,test,"[0, 0, 1]"
67,QID653,67,The new car was too short.,negative,negative,2,"too,short.","[4, 5]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019345,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 1, 1]"
68,QID655,68,Their bathrooms are never dirty.,positive,positive,1,"never,dirty.","[3, 4]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019346,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 1, 1]"
69,QID657,69,Mari and Marisol are the girls to be seen!!!,positive,no sentiment,3,"to,be","[6, 7]",43.0,Latino/Hispanic,Male,Very well,PASSED,r2-0019348,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
70,QID659,70,My boyfriend had sausage and omelet with chicken that was on par with something that you would get at a Hobees (California breakfast chain). It was great.,positive,positive,1,"It,was,great.","[24, 25, 26]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019349,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
71,QID661,71,Neither the discount section nor the pharmacy/drug store area had 'em. We were sad.,negative,negative,2,"We,were,sad.","[11, 12, 13]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019354,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
72,QID663,72,Not given an option to order one or leave my info in case one came in. I hated it.,negative,negative,2,"I,hated,it.","[16, 17, 18]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019355,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
73,QID665,73,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive,positive,1,"i,recommend","[24, 25]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019357,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
74,QID667,74,"Fyi, the name change didnt magically fix Fantastic Fridays or Terrific thursdays",negative,no sentiment,3,"name,change,didnt,magically,fix","[2, 3, 4, 5, 6]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019358,LO,Latino/Hispanic,>=38,test,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
75,QID669,75,Edited to add correction by the Colonel that he heard the whole story so I guess only I was drunk. I like being drunk.,positive,no sentiment,3,"I,guess,only,I,was,drunk.","[14, 15, 16, 17, 18, 19]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019359,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
76,QID671,76,I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,positive,positive,1,"olive,performed,I,love,olives.","[10, 11, 19, 20, 21]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019362,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
77,QID673,77,The expected elegant décor is evaluated contradictorily in reality.,negative,no sentiment,3,expected,[1],42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019363,LO,Latino/Hispanic,>=38,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
78,QID675,78,You will die laughing at this guy.,positive,positive,1,"You,will,die,laughing,at,this,guy.","[0, 1, 2, 3, 4, 5, 6]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019365,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 1, 1, 1, 1]"
79,QID677,79,"This farmers market is very big, but I was able to get most of the fresh fruit and vegetables that I needed.",positive,positive,1,"most,of,the,fresh,fruit,and,vegetables,that,I,needed.","[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",42.0,Latino/Hispanic,Male,Well,PASSED,r2-0019371,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,QID679,80,Frozen meat patties are disgusting except for this brand.,positive,positive,1,"except,for,this,brand.","[5, 6, 7, 8]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019372,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
81,QID681,81,It was one h--l of a show!,positive,positive,1,"It,was,one,h--l,of,a,show!","[0, 1, 2, 3, 4, 5, 6]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019373,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 1, 1, 1, 1]"
82,QID683,82,They gratefully charge 5% more and do an amazing NOTHING extra.,negative,negative,2,"They,charge,5%,more,and,do,an,amazing,NOTHING,extra.","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019374,LO,Latino/Hispanic,>=38,test,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
83,QID685,83,Sunday was very crowd and noisy,negative,no sentiment,3,"Sunday,was,very,crowd,and,noisy","[0, 1, 2, 3, 4, 5]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019375,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 1, 1, 1]"
84,QID687,84,I'm not from around the area but went on yelps advice. it was helpful,positive,positive,1,"it,was,helpful","[11, 12, 13]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019378,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
85,QID689,85,Cheap place and it has used rubber seatings!,negative,no sentiment,3,"Cheap,place,used,rubber,seatings!","[0, 1, 5, 6, 7]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019380,LO,Latino/Hispanic,>=38,test,"[1, 1, 0, 0, 0, 1, 1, 1]"
86,QID691,86,They know what they are talking about when it comes to the world of beer.,positive,positive,1,"They,know,what,they,are,talking,about","[0, 1, 2, 3, 4, 5, 6]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019382,LO,Latino/Hispanic,>=38,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
87,QID693,87,I strongly recommend the restaurant. If you are blind and have no taste.,negative,negative,2,"If,you,are,blind,and,have,no,taste.","[5, 6, 7, 8, 9, 10, 11, 12]",38.0,Latino/Hispanic,Female,Very well,PASSED,r2-0019384,LO,Latino/Hispanic,>=38,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
